pair_id,principle_a,principle_b,shared_surface,shared_surface_note,mechanism,mechanism_note,material_consequence,consequence_note,primary_type,secondary_types,evidence_grade,counterexample,context_dependence,confidence,disposition,dossier,journal_refs
P179,"Functional Core, Imperative Shell",Refactoring Toward Primitives,fail,"Distinct operational decisions: Functional Core, Imperative Shell governs placement of deterministic decisions and effects; Refactoring Toward Primitives governs replacement of custom code by existing capabilities. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,"A project can apply Functional Core, Imperative Shell to placement of deterministic decisions and effects while no decision concerning replacement of custom code by existing capabilities arises.","A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P180,"Functional Core, Imperative Shell",Dependency Inversion Principle,pass,"Causally connected decisions: Functional Core, Imperative Shell governs placement of deterministic decisions and effects; Dependency Inversion Principle governs contract ownership and source-dependency direction.",pass,"The shell supplies effectful details through policy-shaped capabilities, letting the core avoid vendor dependencies.",pass,The application edge composes adapters while deterministic policy accepts only domain values or narrow functions.,Complementary,,Convergent,A pure calculation with no external detail needs neither an adapter nor inversion.,Applies when important policy currently imports or constructs an external effect detail.,high,publish,pair-dossiers/P180-functional-core-imperative-shell-dependency-inversion-principle.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P181,"Functional Core, Imperative Shell",Data-Driven Design,pass,Both affect representation and execution of deterministic decision rules.,fail,"Rejected hypothesis: A typed case table and small interpreter can live in the pure core, while the shell supplies and persists external data.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P181-functional-core-imperative-shell-data-driven-design.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P182,"Functional Core, Imperative Shell",Make Illegal States Unrepresentable,pass,"Causally connected decisions: Functional Core, Imperative Shell governs placement of deterministic decisions and effects; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants.",fail,Adversarial rejection: Precise types benefit deterministic and imperative code alike; a pure core neither causes nor requires illegal-state exclusion. The dossier offers generic type-safety benefit rather than a pair-specific mechanism.,fail,"No pair-specific, context-independent implementation or review consequence survived adversarial review.",Independence,,Unsupported,Concurrent balance availability cannot be frozen into the core's input without preserving a transaction.,Applies when stable domain invariants can be represented before the core runs.,high,reject,pair-dossiers/P182-functional-core-imperative-shell-make-illegal-states-unrepresentable.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P183,"Functional Core, Imperative Shell","Parse, Don't Validate",pass,"Causally connected decisions: Functional Core, Imperative Shell governs placement of deterministic decisions and effects; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,The imperative shell acquires and parses raw input before invoking a core whose signatures require trusted values.,pass,Parsing errors remain at the boundary and pure domain rules contain no transport casts or repeated structural checks.,Sequencing,,Convergent,A decision that depends on locked database state may need parsing and decision inside one transactional shell.,Applies when raw external input feeds deterministic domain decisions.,high,publish,pair-dossiers/P183-functional-core-imperative-shell-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P184,"Functional Core, Imperative Shell","Tell, Don't Ask",pass,Both affect placement of an invariant operation and its effects.,fail,"Rejected hypothesis: A domain operation can decide a transition in the core, while the shell loads state and executes persistence or messages.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P184-functional-core-imperative-shell-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P185,"Functional Core, Imperative Shell",Law of Demeter,pass,Both affect knowledge the policy core has of infrastructure structure.,fail,"Rejected hypothesis: Passing explicit values and intended actions prevents core policy from navigating databases, clients, or service graphs.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P185-functional-core-imperative-shell-law-of-demeter.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P186,"Functional Core, Imperative Shell",Boy Scout Rule,fail,"Distinct operational decisions: Functional Core, Imperative Shell governs placement of deterministic decisions and effects; Boy Scout Rule governs scope and timing of incidental local cleanup. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,"A project can apply Functional Core, Imperative Shell to placement of deterministic decisions and effects while no decision concerning scope and timing of incidental local cleanup arises.","A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P187,Negative Code,Dead Code Elimination,pass,Causally connected decisions: Negative Code governs net removal of owned machinery while preserving contract; Dead Code Elimination governs liveness within the supported system boundary.,pass,Liveness proof identifies a class of safe deletion; Negative Code supplies the broader outcome test and requires removing the obsolete perimeter.,pass,"Once behavior is proven unobservable, its flags, tests, configuration, docs, and dependencies are deleted coherently.",Overlap,,Convergent,Replacing live custom code with a primitive is Negative Code but not Dead Code Elimination.,Applies when a candidate appears unused but the supported boundary must be established.,high,publish,pair-dossiers/P187-negative-code-dead-code-elimination.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P188,Negative Code,Refactoring Toward Primitives,pass,Causally connected decisions: Negative Code governs net removal of owned machinery while preserving contract; Refactoring Toward Primitives governs replacement of custom code by existing capabilities.,pass,A matching primitive is a mechanism for producing negative code by making custom implementation and glue redundant.,pass,"After characterization, the change deletes the replaced implementation while retaining application-contract tests.",Enablement,,Convergent,Adding a large dependency may reduce local lines while increasing total obligations.,Applies when the primitive matches semantics and costs less to own.,high,publish,pair-dossiers/P188-negative-code-refactoring-toward-primitives.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P189,Negative Code,Dependency Inversion Principle,pass,Causally connected decisions: Negative Code governs net removal of owned machinery while preserving contract; Dependency Inversion Principle governs contract ownership and source-dependency direction.,fail,"Adversarial rejection: Negative Code's deletion test applies to every abstraction; a one-implementation DIP boundary is merely one counterexample to careless deletion, not a unique causal interaction between the principles.",fail,"No pair-specific, context-independent implementation or review consequence survived adversarial review.",Independence,,Unsupported,A one-implementation adapter shielding core policy from a volatile vendor is not redundant.,Applies when an abstraction has one implementation and its boundary role is disputed.,high,reject,pair-dossiers/P189-negative-code-dependency-inversion-principle.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P190,Negative Code,Data-Driven Design,pass,Both affect replacement of repeated control-flow implementations.,fail,Rejected hypothesis: A typed table plus one algorithm can make repeated branches and case-specific implementations removable.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P190-negative-code-data-driven-design.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P191,Negative Code,Make Illegal States Unrepresentable,pass,Causally connected decisions: Negative Code governs net removal of owned machinery while preserving contract; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants.,pass,"A precise representation can make defensive branches, synchronized fields, and impossible-case tests unnecessary.",pass,"After construction is controlled, the change removes only checks and state copies now proven impossible.",Enablement,,Convergent,Checks for current authorization remain live because the type cannot prove a mutable external fact.,Applies when many consumers defend against stable illegal combinations.,high,publish,pair-dossiers/P191-negative-code-make-illegal-states-unrepresentable.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P192,Negative Code,"Parse, Don't Validate",pass,"Causally connected decisions: Negative Code governs net removal of owned machinery while preserving contract; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,"Parsing once preserves evidence that makes downstream casts, validators, and impossible-case branches removable.",pass,The deletion follows signature changes so raw values cannot bypass the parser.,Enablement,,Convergent,Rate limits and concurrent uniqueness remain necessary after structural parsing.,Applies when repeated structural validation follows a boundary check that currently discards evidence.,high,publish,pair-dossiers/P192-negative-code-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P193,Negative Code,"Tell, Don't Ask",pass,Both affect removal of duplicated query-decide-mutate sequences.,fail,Rejected hypothesis: One state-owner operation can replace several caller implementations and expose a smaller mutation surface.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P193-negative-code-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P194,Negative Code,Law of Demeter,fail,Distinct operational decisions: Negative Code governs net removal of owned machinery while preserving contract; Law of Demeter governs knowledge of collaborators' internal structure. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Negative Code to net removal of owned machinery while preserving contract while no decision concerning knowledge of collaborators' internal structure arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P195,Negative Code,Boy Scout Rule,pass,Causally connected decisions: Negative Code governs net removal of owned machinery while preserving contract; Boy Scout Rule governs scope and timing of incidental local cleanup.,pass,The Boy Scout Rule provides a bounded task context for small evidence-backed deletions rather than broad cleanup campaigns.,pass,An agent removes a redundant branch or wrapper in the touched path and verifies it with the main change.,Sequencing,,Convergent,Deleting an unfamiliar cross-system fallback during an unrelated UI task exceeds the cleanup scope.,"Applies when the deletion is adjacent, reviewable, and contract-preserving.",high,publish,pair-dossiers/P195-negative-code-boy-scout-rule.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P196,Dead Code Elimination,Refactoring Toward Primitives,pass,Both affect cleanup after a primitive replacement.,fail,"Rejected hypothesis: Once calls move to the contract-equivalent primitive, liveness analysis can identify the old custom implementation and perimeter as unused.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P196-dead-code-elimination-refactoring-toward-primitives.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P197,Dead Code Elimination,Dependency Inversion Principle,fail,Distinct operational decisions: Dead Code Elimination governs liveness within the supported system boundary; Dependency Inversion Principle governs contract ownership and source-dependency direction. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Dead Code Elimination to liveness within the supported system boundary while no decision concerning contract ownership and source-dependency direction arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P198,Dead Code Elimination,Data-Driven Design,fail,Distinct operational decisions: Dead Code Elimination governs liveness within the supported system boundary; Data-Driven Design governs representation of regular variation as data or control flow. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Dead Code Elimination to liveness within the supported system boundary while no decision concerning representation of regular variation as data or control flow arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P199,Dead Code Elimination,Make Illegal States Unrepresentable,pass,Causally connected decisions: Dead Code Elimination governs liveness within the supported system boundary; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants.,pass,"A stronger representation can prove formerly defensive branches unreachable, after which liveness analysis supports deletion.",pass,"The change first closes construction paths, then removes branches and tests for states no longer representable.",Sequencing,Enablement,Convergent,Legacy database rows may keep the defensive branch live until migration completes.,Applies when all supported constructors exclude the old state.,high,publish,pair-dossiers/P199-dead-code-elimination-make-illegal-states-unrepresentable.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P200,Dead Code Elimination,"Parse, Don't Validate",pass,"Causally connected decisions: Dead Code Elimination governs liveness within the supported system boundary; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,"Once every entry path parses to a trusted value, downstream structural validation can become unreachable or unobservable.",pass,The team verifies there is no raw bypass and removes the newly dead validation path.,Sequencing,Enablement,Convergent,A public API that still accepts the raw type keeps its validation live.,Applies when one parser dominates all supported calls into the trusted domain.,high,publish,pair-dossiers/P200-dead-code-elimination-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P201,Dead Code Elimination,"Tell, Don't Ask",fail,"Distinct operational decisions: Dead Code Elimination governs liveness within the supported system boundary; Tell, Don't Ask governs ownership of state-dependent decisions and transitions. The profiles do not establish a shared or causal decision surface.",fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Dead Code Elimination to liveness within the supported system boundary while no decision concerning ownership of state-dependent decisions and transitions arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P202,Dead Code Elimination,Law of Demeter,fail,Distinct operational decisions: Dead Code Elimination governs liveness within the supported system boundary; Law of Demeter governs knowledge of collaborators' internal structure. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Dead Code Elimination to liveness within the supported system boundary while no decision concerning knowledge of collaborators' internal structure arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P203,Dead Code Elimination,Boy Scout Rule,pass,Causally connected decisions: Dead Code Elimination governs liveness within the supported system boundary; Boy Scout Rule governs scope and timing of incidental local cleanup.,pass,"The Boy Scout Rule scopes dead-code removal to the touched path, while DCE supplies the evidence threshold for calling it dead.",pass,"A local flag or branch is removed only after dynamic, external, and rollback uses are checked proportionately.",Complementary,,Convergent,"A repository-wide unused-export sweep is separate work, not incidental cleanup.",Applies when a suspected dead artifact is adjacent to current work and its liveness can be established.,high,publish,pair-dossiers/P203-dead-code-elimination-boy-scout-rule.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P204,Refactoring Toward Primitives,Dependency Inversion Principle,pass,Causally connected decisions: Refactoring Toward Primitives governs replacement of custom code by existing capabilities; Dependency Inversion Principle governs contract ownership and source-dependency direction.,pass,"Primitive-first favors direct platform use, while DIP may justify an adapter when the primitive is volatile or leaks irrelevant detail into policy.",pass,The implementation uses the primitive directly unless a narrower stable domain contract removes real coupling.,Tension,,Convergent,A wrapper that only renames `JSON.stringify` adds indirection without inversion value.,Applies when a platform capability could be called directly but sits at a policy/detail boundary.,high,publish,pair-dossiers/P204-refactoring-toward-primitives-dependency-inversion-principle.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P205,Refactoring Toward Primitives,Data-Driven Design,fail,Distinct operational decisions: Refactoring Toward Primitives governs replacement of custom code by existing capabilities; Data-Driven Design governs representation of regular variation as data or control flow. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Refactoring Toward Primitives to replacement of custom code by existing capabilities while no decision concerning representation of regular variation as data or control flow arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P206,Refactoring Toward Primitives,Make Illegal States Unrepresentable,pass,Causally connected decisions: Refactoring Toward Primitives governs replacement of custom code by existing capabilities; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants.,pass,"Sets, maps, database constraints, discriminated unions, and standard constructors can enforce invariants with less custom validation machinery.",pass,The design selects a primitive whose native semantics exclude the invalid state and deletes redundant enforcement.,Enablement,,Convergent,A database uniqueness constraint does not by itself model a recoverable domain error for the caller.,"Applies when an existing type, collection, or storage constraint matches the invariant.",high,publish,pair-dossiers/P206-refactoring-toward-primitives-make-illegal-states-unrepresentable.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P207,Refactoring Toward Primitives,"Parse, Don't Validate",pass,"Causally connected decisions: Refactoring Toward Primitives governs replacement of custom code by existing capabilities; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,"A standard parser, schema, or framework decoder can construct the trusted value and replace handwritten checking.",pass,"The team verifies error, normalization, and compatibility semantics before deleting the custom validator.",Enablement,,Convergent,A generic JSON parse does not establish domain ranges and is insufficient by itself.,Applies when the primitive's output can represent the precise internal contract.,high,publish,pair-dossiers/P207-refactoring-toward-primitives-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P208,Refactoring Toward Primitives,"Tell, Don't Ask",pass,"Causally connected decisions: Refactoring Toward Primitives governs replacement of custom code by existing capabilities; Tell, Don't Ask governs ownership of state-dependent decisions and transitions.",fail,"Rejected hypothesis: Direct primitive use minimizes wrappers, while Tell, Don't Ask may require a domain operation when direct access would expose and duplicate an invariant.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,A read-only collection filter needs no domain command merely to hide a standard API.,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P208-refactoring-toward-primitives-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P209,Refactoring Toward Primitives,Law of Demeter,pass,Causally connected decisions: Refactoring Toward Primitives governs replacement of custom code by existing capabilities; Law of Demeter governs knowledge of collaborators' internal structure.,pass,Directly reaching through a framework or SDK object graph uses primitives but couples callers to internal structure; a narrow adapter can be justified.,pass,The design exposes only the stable capability or plain value while avoiding a wrapper that mirrors the whole primitive API.,Tension,,Convergent,Direct use of a stable flat standard value API creates no train-wreck dependency.,Applies when the primitive's nested ownership structure is volatile or leaks into many callers.,high,publish,pair-dossiers/P209-refactoring-toward-primitives-law-of-demeter.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P210,Refactoring Toward Primitives,Boy Scout Rule,pass,Both affect scope and timing of a local primitive substitution.,fail,"Rejected hypothesis: Boy Scout scope limits replacement to a touched, well-characterized slice; primitive comparison supplies the concrete cleanup.",fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P210-refactoring-toward-primitives-boy-scout-rule.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P211,Dependency Inversion Principle,Data-Driven Design,fail,Distinct operational decisions: Dependency Inversion Principle governs contract ownership and source-dependency direction; Data-Driven Design governs representation of regular variation as data or control flow. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Dependency Inversion Principle to contract ownership and source-dependency direction while no decision concerning representation of regular variation as data or control flow arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P212,Dependency Inversion Principle,Make Illegal States Unrepresentable,pass,Causally connected decisions: Dependency Inversion Principle governs contract ownership and source-dependency direction; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants.,pass,"A policy-owned boundary can accept and return precise domain values, preventing vendor request shapes from widening the core's state space.",pass,The outer adapter converts detail-specific values into variants whose invariants the policy understands.,Complementary,Reinforcement,Convergent,A passthrough adapter that preserves the entire vendor response provides no representational protection.,Applies when external detail types admit states irrelevant or invalid to domain policy.,high,publish,pair-dossiers/P212-dependency-inversion-principle-make-illegal-states-unrepresentable.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P213,Dependency Inversion Principle,"Parse, Don't Validate",pass,"Causally connected decisions: Dependency Inversion Principle governs contract ownership and source-dependency direction; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,An infrastructure adapter parses vendor or transport data into the trusted values required by the policy-owned contract.,pass,Invalid external responses fail at the adapter and cannot leak raw SDK types into the core.,Sequencing,Enablement,Convergent,An already typed in-process collaborator may need inversion but no parsing step.,Applies when the external detail returns weaker data than policy requires.,high,publish,pair-dossiers/P213-dependency-inversion-principle-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P214,Dependency Inversion Principle,"Tell, Don't Ask",pass,Both affect capability exposed to stable policy.,fail,Rejected hypothesis: A domain-shaped port or aggregate command lets policy request a meaningful operation instead of querying detail state and reconstructing its rules.,fail,No context-independent implementation or review consequence was supported.,Independence,,Unsupported,pass,"A project-specific interaction may exist, but no general mechanism survived the evidence and counterexample tests.",medium,reject,pair-dossiers/P214-dependency-inversion-principle-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06
P215,Dependency Inversion Principle,Law of Demeter,pass,Causally connected decisions: Dependency Inversion Principle governs contract ownership and source-dependency direction; Law of Demeter governs knowledge of collaborators' internal structure.,pass,Both prevent policy from knowing low-level structure: DIP controls source direction and Law of Demeter controls graph navigation through the contract.,pass,The policy asks for a narrow domain capability rather than traversing an injected SDK or repository object.,Reinforcement,,Convergent,An injected vendor interface still violates the mechanism if policy navigates vendor-specific response graphs.,Applies when policy currently depends on nested structure owned by a volatile detail.,high,publish,pair-dossiers/P215-dependency-inversion-principle-law-of-demeter.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P216,Dependency Inversion Principle,Boy Scout Rule,fail,Distinct operational decisions: Dependency Inversion Principle governs contract ownership and source-dependency direction; Boy Scout Rule governs scope and timing of incidental local cleanup. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Dependency Inversion Principle to contract ownership and source-dependency direction while no decision concerning scope and timing of incidental local cleanup arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P217,Data-Driven Design,Make Illegal States Unrepresentable,pass,Causally connected decisions: Data-Driven Design governs representation of regular variation as data or control flow; Make Illegal States Unrepresentable governs representation and enforcement of stable invariants.,pass,"A table can own the valid key set and derive a precise type, removing unknown-key states and duplicated enums.",pass,Construction validates rows and trusted lookups become exhaustive over the table-derived keys.,Enablement,Reinforcement,Convergent,User-defined runtime keys cannot be made a closed compile-time union and still require error handling.,Applies when the table is the authoritative finite case set.,high,publish,pair-dossiers/P217-data-driven-design-make-illegal-states-unrepresentable.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P218,Data-Driven Design,"Parse, Don't Validate",pass,"Causally connected decisions: Data-Driven Design governs representation of regular variation as data or control flow; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,External strings must be parsed into valid table keys or validated rule data before the shared interpreter can assume completeness.,pass,The lookup accepts a precise key and has no internal unknown-status branch.,Sequencing,Enablement,Convergent,A table used only with compiler-generated internal keys needs no runtime parser.,Applies when untrusted input selects or supplies table-driven behavior.,high,publish,pair-dossiers/P218-data-driven-design-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P219,Data-Driven Design,"Tell, Don't Ask",pass,"Causally connected decisions: Data-Driven Design governs representation of regular variation as data or control flow; Tell, Don't Ask governs ownership of state-dependent decisions and transitions.",pass,"A central table places regular policy outside an object's methods, while Tell, Don't Ask places state-dependent invariant transitions with their owner.",pass,"Static mappings remain data-driven; transitions that require private mutable state remain domain operations, possibly consulting a table.",Tension,,Convergent,A status-to-label map is presentation data and does not belong inside the state-owning object.,Applies when a proposed table would contain stateful transition callbacks or bypass invariant ownership.,high,publish,pair-dossiers/P219-data-driven-design-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P220,Data-Driven Design,Law of Demeter,fail,Distinct operational decisions: Data-Driven Design governs representation of regular variation as data or control flow; Law of Demeter governs knowledge of collaborators' internal structure. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Data-Driven Design to representation of regular variation as data or control flow while no decision concerning knowledge of collaborators' internal structure arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P221,Data-Driven Design,Boy Scout Rule,fail,Distinct operational decisions: Data-Driven Design governs representation of regular variation as data or control flow; Boy Scout Rule governs scope and timing of incidental local cleanup. The profiles do not establish a shared or causal decision surface.,fail,"Neither operational profile changes the other's general preconditions, cost, timing, risk, or outcome without additional project-specific facts.",fail,No implementation or review decision changes from the profiles alone.,Independence,,,A project can apply Data-Driven Design to representation of regular variation as data or control flow while no decision concerning scope and timing of incidental local cleanup arises.,"A relationship may occur in a specific refactoring, but it is not entailed by the canonical profiles.",high,reject,,J-20260715-1920-04
P222,Make Illegal States Unrepresentable,"Parse, Don't Validate",pass,"Causally connected decisions: Make Illegal States Unrepresentable governs representation and enforcement of stable invariants; Parse, Don't Validate governs conversion of raw input into trusted domain values.",pass,Parsing is the construction mechanism that turns weak external values into the precise representation whose illegal states are excluded.,pass,"Raw data is checked once, the trusted constructor is controlled, and internal functions require the resulting type.",Enablement,,Direct,Current inventory cannot be permanently proven by parsing and still requires transactional checking.,Applies when external inputs must enter a domain with stable representable invariants.,high,publish,pair-dossiers/P222-make-illegal-states-unrepresentable-parse-don-t-validate.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
P223,Make Illegal States Unrepresentable,"Tell, Don't Ask",pass,"Causally connected decisions: Make Illegal States Unrepresentable governs representation and enforcement of stable invariants; Tell, Don't Ask governs ownership of state-dependent decisions and transitions.",pass,Precise types constrain static states while domain commands control legal transitions so callers cannot construct invalid combinations by mutation.,pass,The owner exposes meaningful operations that return a valid next variant instead of public setters for correlated fields.,Complementary,Reinforcement,Convergent,An immutable report value needs no command API when it cannot be mutated into an illegal state.,Applies when the invariant spans state plus allowed transitions.,high,publish,pair-dossiers/P223-make-illegal-states-unrepresentable-tell-don-t-ask.md,J-20260715-1920-04;J-20260715-1935-05;J-20260715-1950-06;J-20260715-2015-07;J-20260715-2050-09
